,description,price,url
46,"DELL Laptop Latitude 7420 77TH8 Intel Core i7 11th Gen 1185G7 (3.00 GHz) 16 GB LPDDR4X Memory 256 GB PCIe SSD Intel Iris Xe Graphics 14"" FHD 1920 x 1080 Windows 10 Pro 64-bit","$2,029.99 –",https://www.newegg.com/aluminum-dell-latitude-7420-77th8/p/1B4-0016-06299?Item=1B4-0016-06299&Description=laptop&cm_re=laptop-_-1B4-0016-06299-_-Product
47,"DELL Laptop Latitude 5420 K34YF Intel Core i5 11th Gen 1145G7 (2.60GHz) 16GB Memory 256 GB PCIe SSD Intel Iris Xe Graphics 14.0"" Windows 10 Pro 64-bit","$1,681.99 –",https://www.newegg.com/dell-latitude-5420-k34yf-work-business/p/1B4-0016-061X7?Item=1B4-0016-061X7&Description=laptop&cm_re=laptop-_-1B4-0016-061X7-_-Product
48,"DELL Laptop Latitude 3420 87VTR Intel Core i7 11th Gen 1165G7 (2.80 GHz) 8 GB Memory 256 GB PCIe SSD Intel Iris Xe Graphics 14"" 1920 x 1080 Windows 10 Pro 64-bit","$1,188.99 –",https://www.newegg.com/black-dell-latitude-3420-87vtr-work-business/p/2WC-0009-010T8?Item=2WC-0009-010T8&Description=laptop&cm_re=laptop-_-2WC-0009-010T8-_-Product
49,"Dell Latitude 3000 3520 15.6"" Notebook - HD - 1366 x 768 - Intel Core i3 (11th Gen) i3-1115G4 Dual-core (2 Core) 3 GHz - 4 GB RAM - 500 GB HDD - Black - Windows 10 Pro - Intel UHD Graphics - Twis",$669.99 –,https://www.newegg.com/p/2WC-0009-010R9?Item=2WC-0009-010R9&Description=laptop&cm_re=laptop-_-2WC-0009-010R9-_-Product
50,"Dell Latitude 5520 - 15.6"" - Core i5 1145G7 - vPro - 8 GB RAM - 256 GB SSD","$1,517.99 –",https://www.newegg.com/p/1B4-0016-062C0?Item=1B4-0016-062C0&Description=laptop&cm_re=laptop-_-1B4-0016-062C0-_-Product
51,"Dell Inspiron 3505 Notebook, 15.6"" FHD Display, AMD Ryzen 5 3450U Upto 3.5GHz, 8GB RAM, 512GB NVMe SSD, Vega 8, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro",$729.99 –,https://www.newegg.com/white-dell-inspiron-3505/p/1TS-000A-0E0B5?Item=1TS-000A-0E0B5&Description=laptop&cm_re=laptop-_-1TS-000A-0E0B5-_-Product
52,"Dell T1N2M 3310 11.6"" Touchscreen Chromebook N4020 4GB 64GB eMMC Chrome OS",$380.99 –,https://www.newegg.com/p/1TS-000A-0AXH6?Item=1TS-000A-0AXH6&Description=laptop&cm_re=laptop-_-1TS-000A-0AXH6-_-Product
53,"Dell Latitude 3000 3520 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 (11th Gen) i5-1145G7 Quad-core (4 Core) 2.60 GHz - 8 GB RAM - 256 GB SSD - Black - Windows 10 Pro - Intel Iris Xe gr",$944.99 –,https://www.newegg.com/black-dell-3000-3520-32/p/2WC-0009-010S2?Item=2WC-0009-010S2&Description=laptop&cm_re=laptop-_-2WC-0009-010S2-_-Product
54,"Dell Latitude 5000 5520 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 (11th Gen) i5-1135G7 Quad-core (4 Core) - 16 GB RAM - 256 GB SSD - Windows 10 Pro - English (US) Keyboard - IEEE 802","$1,396.99 –",https://www.newegg.com/p/2WC-0009-00W43?Item=2WC-0009-00W43&Description=laptop&cm_re=laptop-_-2WC-0009-00W43-_-Product
55,"Dell Precision 7000 7760 17.3"" Mobile Workstation - Full HD - 1920 x 1080 - Intel Core i5 11th Gen i5-11500H Hexa-core (6 Core) 2.90 GHz - 8 GB RAM - 256 GB SSD - Gray","$1,879.99 –",https://www.newegg.com/p/1TS-000A-0K3V5?Item=1TS-000A-0K3V5&Description=laptop&cm_re=laptop-_-1TS-000A-0K3V5-_-Product
56,"Dell Latitude 3000 3310 13.3"" Notebook - 1366 x 768 - Core i5 i5-8265U - 8 GB RAM - 256 GB SSD - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - English (US) Keyboard - 0.9 Megapixel Front Camer",$937.99 –,https://www.newegg.com/p/1TS-000A-09WU0?Item=1TS-000A-09WU0&Description=laptop&cm_re=laptop-_-1TS-000A-09WU0-_-Product
57,"Dell Latitude 3410 14"" Touch 8GB 256GB SSD Core™ i5-10210U 1.6GHz Win10P, Black - OEM",$829.99 –,https://www.newegg.com/black-dell-latitude-3410-workstation/p/1TS-000A-0H457?Item=1TS-000A-0H457&Description=laptop&cm_re=laptop-_-1TS-000A-0H457-_-Product
58,"Dell Latitude 7420 14"" Notebook, Intel Core i7-1185G7, 16GB RAM, 256GB SSD, Windows 10 Pro, Carbon Fiber, Black (D8NF4)","$1,982.82 –",https://www.newegg.com/dell-latitude-7420-d8nf4/p/1B4-0016-061Z7?Item=1B4-0016-061Z7&Description=laptop&cm_re=laptop-_-1B4-0016-061Z7-_-Product
59,"Dell Latitude 3000 3520 15.6"" Notebook - HD - 1366 x 768 - Intel Core i3 (11th Gen) i3-1115G4 Dual-core (2 Core) 3 GHz - 4 GB RAM - 128 GB SSD - Black - Windows 10 Pro - Intel UHD graphics - Twis",$682.99 –,https://www.newegg.com/p/2WC-0009-010R8?Item=2WC-0009-010R8&Description=laptop&cm_re=laptop-_-2WC-0009-010R8-_-Product
60,"DELL G7 15 7500 15.6"" 144 Hz Intel Core i7 10th Gen 10750 H (2.60GHz) NVIDIA GeForce GTX 1660 Ti 16GB Memory 512 GB PCIe SSD Windows 10 Home 64-bit Gaming Laptop","$1,389.99 –",https://www.newegg.com/p/N82E16834343408?Item=N82E16834343408&Description=laptop&cm_re=laptop-_-34-343-408-_-Product
61,"Dell Latitude 3000 3310 13.3"" Touchscreen 2 in 1 Notebook - 1920 x 1080 - Core i3 i3-8145U - 8 GB RAM - 128 GB SSD - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - In-plane Switching (IPS) Tech",$884.99 –,https://www.newegg.com/p/1TS-000A-0A862?Item=1TS-000A-0A862&Description=laptop&cm_re=laptop-_-1TS-000A-0A862-_-Product
62,"Dell Latitude 9000 9520 15"" Notebook - Full HD - 1920 x 1080 - Intel Core i7 (11th Gen) i7-1185G7 Quad-core (4 Core) 3 GHz - 16 GB RAM - 512 GB SSD - Anodized Titan Gray - Windows 10 Pro - Intel","$2,091.99 –",https://www.newegg.com/p/2WC-0009-010S4?Item=2WC-0009-010S4&Description=laptop&cm_re=laptop-_-2WC-0009-010S4-_-Product
63,"DELL Precision 3560 49FV9 Mobile Workstation Intel Core i5 11th Gen 1135G7 (2.40GHz) 16GB Memory 256 GB PCIe SSD Intel Iris Xe Graphics 15.6"" Windows 10 Pro 64-bit","$1,615.99 –",https://www.newegg.com/dell-precision-3560-49fv9-workstation/p/1B4-0016-062J9?Item=1B4-0016-062J9&Description=laptop&cm_re=laptop-_-1B4-0016-062J9-_-Product
64,"Dell Precision 5000 5560 15.6"" Mobile Workstation - Full HD Plus - 1920 x 1200 - Intel Core i7 (11th Gen) i7-11850H Octa-core (8 Core) 2.50 GHz - 32 GB RAM - 512 GB SSD - Aluminum Titan Gray - In","$2,673.99 –",https://www.newegg.com/p/2WC-0009-01419?Item=2WC-0009-01419&Description=laptop&cm_re=laptop-_-2WC-0009-01419-_-Product
65,"Dell Latitude 3000 3420 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 (11th Gen) i5-1145G7 Quad-core (4 Core) 2.60 GHz - 8 GB RAM - 256 GB SSD - Black - Windows 10 Pro - Intel Iris Xe Grap","$1,049.99 –",https://www.newegg.com/p/2WC-0009-010U7?Item=2WC-0009-010U7&Description=laptop&cm_re=laptop-_-2WC-0009-010U7-_-Product
66,"Dell Precision 7000 7760 17.3"" Mobile Workstation - Full HD - 1920 x 1080 - Intel Core i7 11th Gen i7-11850H Octa-core (8 Core) 2.50 GHz - 32 GB RAM - 512 GB SSD - Gray - Intel WM590 Chip - Windo","$3,483.99 –",https://www.newegg.com/p/2WC-0009-014U9?Item=2WC-0009-014U9&Description=laptop&cm_re=laptop-_-2WC-0009-014U9-_-Product
67,"Dell Precision 3000 3561 15.6"" Mobile Workstation - Full HD - 1920 x 1080 - Intel Core i7 11th Gen i7-11850H Octa-core (8 Core) 2.50 GHz - 32 GB RAM - 512 GB SSD - Titan Gray - Intel Chip - Windo","$2,735.99 –",https://www.newegg.com/p/2WC-0009-014X2?Item=2WC-0009-014X2&Description=laptop&cm_re=laptop-_-2WC-0009-014X2-_-Product
68,"Dell Precision 7000 7560 15.6"" Mobile Workstation - Full HD - 1920 x 1080 - Intel Core i7 11th Gen i7-11850H Octa-core (8 Core) 2.50 GHz - 32 GB RAM - 512 GB SSD - Anodized Titan Gray - Intel Chi","$3,059.99 –",https://www.newegg.com/p/2WC-0009-014V1?Item=2WC-0009-014V1&Description=laptop&cm_re=laptop-_-2WC-0009-014V1-_-Product
69,"Dell Latitude 3000 3420 14"" Notebook - HD - 1366 x 768 - Intel Core i3 (11th Gen) i3-1115G4 Dual-core (2 Core) 3 GHz - 4 GB RAM - 500 GB HDD - Black - Windows 10 Pro - Intel UHD Graphics - Twiste",$704.99 –,https://www.newegg.com/p/2WC-0009-010T0?Item=2WC-0009-010T0&Description=laptop&cm_re=laptop-_-2WC-0009-010T0-_-Product
70,"Dell 3100 Chromebook, 11.6"" HD Display, Intel Celeron N4020 Upto 2.8GHz, 4GB RAM, 16GB eMMC, DisplayPort via USB-C, Wi-Fi, Bluetooth, Chrome OS (DFXFX)",$199.99 –,https://www.newegg.com/p/1TS-000A-0CR25?Item=9SIADT2DV79168&Description=laptop&cm_re=laptop-_-9SIADT2DV79168-_-Product
71,"Dell Precision 5000 5760 17"" Mobile Workstation - Full HD Plus - 1920 x 1200 - Intel Core i7 (11th Gen) i7-11850H Octa-core (8 Core) 2.50 GHz - 32 GB RAM - 512 GB SSD - Gray - Intel WM590 Chip -","$3,139.99 –",https://www.newegg.com/p/2WC-0009-013Y8?Item=2WC-0009-013Y8&Description=laptop&cm_re=laptop-_-2WC-0009-013Y8-_-Product
72,"Dell Latitude 5000 5520 15.6"" Touchscreen Notebook - Full HD - 1920 x 1080 - Intel Core i7 (11th Gen) i7-1185G7 Quad-core (4 Core) - 16 GB RAM - 512 GB SSD - Windows 10 Pro - English (US) Keyboar","$2,002.99 –",https://www.newegg.com/p/2WC-0009-00W72?Item=2WC-0009-00W72&Description=laptop&cm_re=laptop-_-2WC-0009-00W72-_-Product
73,"Dell Precision 7000 7550 15.6"" Mobile Workstation - Full HD - 1920 x 1080 - Intel Core i7 (10th Gen) i7-10850H Hexa-core (6 Core) 2.70 GHz - 32 GB RAM - 512 GB SSD - Aluminum Titan Gray - Windows","$2,827.99 –",https://www.newegg.com/p/1VK-0001-5F2H2?Item=1VK-0001-5F2H2&Description=laptop&cm_re=laptop-_-1VK-0001-5F2H2-_-Product
74,LATITUDE 7410 CHROMEBOOK I5,"$1,281.99 –",https://www.newegg.com/p/1B4-0016-05W48?Item=1B4-0016-05W48&Description=laptop&cm_re=laptop-_-1B4-0016-05W48-_-Product
75,LATITUDE 5320 2IN1 CORE I7,"$2,004.99 –",https://www.newegg.com/p/1B4-0016-06FE7?Item=1B4-0016-06FE7&Description=laptop&cm_re=laptop-_-1B4-0016-06FE7-_-Product
76,LATITUDE 7420 2IN1 CORE I7,"$2,155.99 –",https://www.newegg.com/p/1B4-0016-06FE5?Item=1B4-0016-06FE5&Description=laptop&cm_re=laptop-_-1B4-0016-06FE5-_-Product
77,"17"" G11 i5 16GB 512GB","$2,299.99 –",https://www.newegg.com/p/1TS-000A-0GZU6?Item=1TS-000A-0GZU6&Description=laptop&cm_re=laptop-_-1TS-000A-0GZU6-_-Product
78,"Dell Latitude 3000 3310 13.3"" Notebook - HD - 1366 x 768 - Intel Core i3 (8th Gen) i3-8145U Dual-core (2 Core) 2.10 GHz - 4 GB RAM - 128 GB SSD - Windows 10 Pro - Intel HD Graphics 620 - English",$601.99 –,https://www.newegg.com/p/1TS-000A-0BKS1?Item=1TS-000A-0BKS1&Description=laptop&cm_re=laptop-_-1TS-000A-0BKS1-_-Product
79,"Dell Latitude 3000 3310 13.3"" Notebook - 1366 x 768 - Celeron 4205U - 4 GB RAM - 64 GB Flash Memory - Windows 10 Pro Education 64-bit - Intel HD Graphics 610 - English (US) Keyboard - 0.9 Megapix",$405.99 –,https://www.newegg.com/p/1TS-000A-09WU2?Item=1TS-000A-09WU2&Description=laptop&cm_re=laptop-_-1TS-000A-09WU2-_-Product
80,"Dell Latitude 9000 9520 15"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 (11th Gen) i5-1145G7 Quad-core (4 Core) 2.60 GHz - 16 GB RAM - 256 GB SSD - Anodized Titan Gray - Windows 10 Pro - Int","$1,845.99 –",https://www.newegg.com/p/2WC-0009-010P5?Item=2WC-0009-010P5&Description=laptop&cm_re=laptop-_-2WC-0009-010P5-_-Product
81,"Dell Latitude 3000 3520 15.6"" Notebook - HD - 1366 x 768 - Intel Core i5 (11th Gen) i5-1135G7 Quad-core (4 Core) 2.40 GHz - 8 GB RAM - 256 GB SSD - Black - Windows 10 Pro - Intel Iris Xe graphics",$982.99 –,https://www.newegg.com/p/2WC-0009-010U8?Item=2WC-0009-010U8&Description=laptop&cm_re=laptop-_-2WC-0009-010U8-_-Product
82,"Dell Latitude 9000 9420 14"" Notebook - Full HD Plus - 1920 x 1200 - Intel Core i5 (11th Gen) i5-1145G7 Quad-core (4 Core) 2.60 GHz - 16 GB RAM - 256 GB SSD - Titan Gray - Windows 10 Pro - Intel I","$2,056.99 –",https://www.newegg.com/p/2WC-0009-010V8?Item=2WC-0009-010V8&Description=laptop&cm_re=laptop-_-2WC-0009-010V8-_-Product
83,"Dell Latitude 9000 9420 14"" Notebook - Full HD Plus - 1920 x 1200 - Intel Core i7 (11th Gen) i7-1185G7 Quad-core (4 Core) 3 GHz - 16 GB RAM - 256 GB SSD - Titan Gray - Intel SoC - Windows 10 Pro","$2,251.99 –",https://www.newegg.com/p/2WC-0009-010X1?Item=2WC-0009-010X1&Description=laptop&cm_re=laptop-_-2WC-0009-010X1-_-Product
84,"Dell Latitude 7000 7520 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i7 (11th Gen) i7-1185G7 Quad-core (4 Core) 3 GHz - 16 GB RAM - 256 GB SSD - Black - Windows 10 Pro - Intel Iris Xe Grap","$2,174.99 –",https://www.newegg.com/p/2WC-0009-010V7?Item=2WC-0009-010V7&Description=laptop&cm_re=laptop-_-2WC-0009-010V7-_-Product
85,"Dell Latitude 3000 3420 14"" Notebook - HD - 1366 x 768 - Intel Core i3 (11th Gen) i3-1115G4 Dual-core (2 Core) 3 GHz - 4 GB RAM - 128 GB SSD - Black - Windows 10 Pro - Intel UHD Graphics - Twiste",$740.99 –,https://www.newegg.com/p/2WC-0009-010T5?Item=2WC-0009-010T5&Description=laptop&cm_re=laptop-_-2WC-0009-010T5-_-Product
86,"Dell Latitude 5000 5421 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i7 11th Gen i7-11850H Octa-core (8 Core) 2.50 GHz - 16 GB RAM - 256 GB SSD - Titan Gray Dull - Intel Chip - Windows 10 Pr","$1,980.99 –",https://www.newegg.com/p/2WC-0009-014B5?Item=2WC-0009-014B5&Description=laptop&cm_re=laptop-_-2WC-0009-014B5-_-Product
87,"Dell Latitude 5000 5520 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i7 (11th Gen) i7-1185G7 Quad-core (4 Core) - 16 GB RAM - 256 GB SSD - Windows 10 Pro - English (US) Keyboard - IEEE 802","$1,864.99 –",https://www.newegg.com/p/2WC-0009-01038?Item=2WC-0009-01038&Description=laptop&cm_re=laptop-_-2WC-0009-01038-_-Product
88,"Dell Latitude 7000 7520 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 (11th Gen) i5-1135G7 Quad-core (4 Core) 2.40 GHz - 16 GB RAM - 256 GB SSD - Black - Windows 10 Pro - Intel Iris Xe G","$1,783.99 –",https://www.newegg.com/p/2WC-0009-010V9?Item=2WC-0009-010V9&Description=laptop&cm_re=laptop-_-2WC-0009-010V9-_-Product
89,"Dell Latitude 5000 5421 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i7 11th Gen i7-11850H Octa-core (8 Core) 2.50 GHz - 16 GB RAM - 512 GB SSD - Titan Gray Dull - Intel Chip - Windows 10 Pr","$2,754.99 –",https://www.newegg.com/p/2WC-0009-014C2?Item=2WC-0009-014C2&Description=laptop&cm_re=laptop-_-2WC-0009-014C2-_-Product
90,"Dell Latitude 5000 5521 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i7 11th Gen i7-11850H Octa-core (8 Core) 2.50 GHz - 16 GB RAM - 512 GB SSD - Titan Gray - Intel Chip - Windows 10 Pro -","$2,490.99 –",https://www.newegg.com/p/2WC-0009-015X6?Item=2WC-0009-015X6&Description=laptop&cm_re=laptop-_-2WC-0009-015X6-_-Product
91,"Dell Latitude 5000 5420 14"" Touchscreen Notebook - Full HD - 1920 x 1080 - Intel Core i5 (11th Gen) i5-1145G7 Quad-core (4 Core) 2.60 GHz - 8 GB RAM - 256 GB SSD - Windows 10 Pro - Intel Iris Xe","$1,673.99 –",https://www.newegg.com/p/1TS-000A-0D8K0?Item=1TS-000A-0D8K0&Description=laptop&cm_re=laptop-_-1TS-000A-0D8K0-_-Product
92,"Dell Latitude 5000 5421 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 (11th Gen) i5-11500H Hexa-core (6 Core) 2.90 GHz - 16 GB RAM - 256 GB SSD - Titan Gray Dull - Intel Chip - Windows 10","$1,878.99 –",https://www.newegg.com/p/2WC-0009-01452?Item=2WC-0009-01452&Description=laptop&cm_re=laptop-_-2WC-0009-01452-_-Product
93,"Dell Latitude 7000 7520 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 (11th Gen) i5-1145G7 Quad-core (4 Core) 2.60 GHz - 16 GB RAM - 256 GB SSD - Black - Windows 10 Pro - Intel Iris Xe G","$1,871.99 –",https://www.newegg.com/p/2WC-0009-010V3?Item=2WC-0009-010V3&Description=laptop&cm_re=laptop-_-2WC-0009-010V3-_-Product
94,"Dell Latitude 5000 5421 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 (11th Gen) i5-11500H Hexa-core (6 Core) 2.90 GHz - 8 GB RAM - 256 GB SSD - Titan Gray Dull - Intel Chip - Windows 10 P","$1,869.99 –",https://www.newegg.com/p/2WC-0009-013Y6?Item=2WC-0009-013Y6&Description=laptop&cm_re=laptop-_-2WC-0009-013Y6-_-Product
95,"Dell Latitude 7000 7420 14"" Notebook - Intel Core i5 (11th Gen) i5-1135G7 Quad-core (4 Core) - 8 GB RAM - 256 GB SSD - Windows 10 Pro - Intel Iris Xe Graphics - English (US) Keyboard - IEEE 802.1","$1,516.99 –",https://www.newegg.com/p/2WC-0009-00W65?Item=2WC-0009-00W65&Description=laptop&cm_re=laptop-_-2WC-0009-00W65-_-Product
96,"Dell Latitude 5000 5421 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 (11th Gen) i5-11400H Hexa-core (6 Core) 2.70 GHz - 8 GB RAM - 256 GB SSD - Titan Gray Dull - Intel Chip - Windows 10 P","$1,706.99 –",https://www.newegg.com/p/2WC-0009-013Y9?Item=2WC-0009-013Y9&Description=laptop&cm_re=laptop-_-2WC-0009-013Y9-_-Product
97,"Dell Latitude 9000 9420 14"" Touchscreen 2 in 1 Notebook - QHD+ - 2560 x 1600 - Intel Core i7 (11th Gen) i7-1185G7 Quad-core (4 Core) 3 GHz - 16 GB RAM - 256 GB SSD - Titan Gray","$2,534.99 –",https://www.newegg.com/p/1TS-000A-0FTS2?Item=1TS-000A-0FTS2&Description=laptop&cm_re=laptop-_-1TS-000A-0FTS2-_-Product
98,"Dell Inspiron 3505 15.6"" 8GB 512GB SSD AMD Ryzen™ 7 3700U 2.2GHz Win10P, Accent Black - OEM",$865.99 –,https://www.newegg.com/black-dell-inspiron-3505-workstation/p/1TS-000A-0H454?Item=1TS-000A-0H454&Description=laptop&cm_re=laptop-_-1TS-000A-0H454-_-Product
99,"Dell Inspiron 3501 15.6"" 12GB 256GB SSD Core™ i5-1135G7 3.2GHz Win10P, Accent Black - OEM",$858.99 –,https://www.newegg.com/black-dell-inspiron-3501-workstation/p/1TS-000A-0H456?Item=1TS-000A-0H456&Description=laptop&cm_re=laptop-_-1TS-000A-0H456-_-Product
100,"[Windows 11 Home] Newest ASUS VivoBook 15 Laptop, 15.6” Full HD Touchscreen, Intel Core i3-1115G4, 20GB RAM, 1TB SSD, Backlit Keyboard, Fingerprint Reader, USB Type-C, HDMI, Wi-Fi, Slate Gray","$1,059.00 –",https://www.newegg.com/p/1TS-001A-051R9?Item=9SIB295GRB0516&cm_sp=SH-_-935132-_-8-_-0-_-9SIB295GRB0516-_-laptop-_-laptop-_-5
101,"KUU-A8S Pro 15.6"" Portable Laptop Intel Celeron J4125 Windows 10 Pro Notebook 1920**1080 IPS Screen 8GB RAM+256GB SSD Dual-band WIFI RJ45","$1,099.00 –",https://www.newegg.com/p/1TS-00BK-00061?Item=9SIANGPG7E1743&cm_sp=SH-_-947327-_-8-_-2-_-9SIANGPG7E1743-_-laptop-_-laptop-_-6
