description,price,url,condition
"Refurbished: DELL Laptop Latitude E6420 Intel Core i5 2nd Gen 2520M (2.50GHz) 16GB Memory 256 GB SSD 14.0"" Windows 10 Pro 64-Bit",$509.99 –,https://www.newegg.com/dell-latitude-e6420/p/N82E16834296650?Item=N82E16834296650&Description=laptop&cm_re=laptop-_-34-296-650-_-Product,old
Refurbished: DELL A Grade Laptop 7280 Intel 7300U (2.6GHz) 8GB Memory 512 SSD 12.5 Touchscreen Windows 10,$548.99 –,https://www.newegg.com/gray-dell-7280-workstation/p/N82E16834843487?Item=N82E16834843487&Description=laptop&cm_re=laptop-_-34-843-487-_-Product,old
"Refurbished: DELL Grade A Laptop E5470 Intel Core i5 6th Gen 6200U (2.30GHz) 16GB Memory 1 TB SSD 14.0"" Windows 10 Pro","$1,082.99 –",https://www.newegg.com/dell-e5470/p/N82E16834843158?Item=N82E16834843158&Description=laptop&cm_re=laptop-_-34-843-158-_-Product,old
"Refurbished: DELL Grade A Laptop Latitude 5285 Intel Core i7 7th Gen 7600U (2.80GHz) 16GB Memory 256 GB SSD Intel HD Graphics 620 12.3"" Touchscreen Windows 10 Pro 64-bit",$533.99 –,https://www.newegg.com/dell-latitude-5285/p/N82E16834343212?Item=N82E16834343212&Description=laptop&cm_re=laptop-_-34-343-212-_-Product,old
"Refurbished: DELL Laptop Precision 7720 Intel Xeon E3-1535M v6 (3.10GHz) 16GB Memory 1000 SSD 17.3"" Windows 10",$199.99 –,https://www.newegg.com/gray-dell-precision-7720-workstation/p/N82E16834844793?Item=N82E16834844793&Description=laptop&cm_re=laptop-_-34-844-793-_-Product,old
Refurbished: DELL Grade A Laptop 5580 Intel i5-6200U (2.3GHz) 16GB Memory 512 SSD 15.6 Windows 10 Pro,$394.99 –,https://www.newegg.com/gray-dell-5580-workstation/p/N82E16834843518?Item=N82E16834843518&Description=laptop&cm_re=laptop-_-34-843-518-_-Product,old
"Refurbished: Dell Latitude E6430s 14"" 1366x768 Laptop PC, Intel Core i5-3320M 2.6GHz, 8GB DDR3 RAM, 512GB SSD, Win-10 Pro x64 Grade A",$296.99 –,https://www.newegg.com/black-slate-dell-latitude-e6430s-mainstream/p/1TS-000A-05Y82?Item=9SIADT29WK9007&Description=laptop&cm_re=laptop-_-1TS-000A-05Y82-_-Product,old
"Refurbished: DELL Latitude E5470 Laptop Intel Core i5 6th Gen 6300U (2.40 GHz) 8 GB Memory 500 GB SSD 14.0"" Windows 10 Pro 64-bit Grade A",$802.99 –,https://www.newegg.com/dell-latitude-e5470/p/N82E16834849843?Item=N82E16834849843&Description=laptop&cm_re=laptop-_-34-849-843-_-Product,old
"Refurbished: DELL E7250 Laptop Intel Core i5 5th Gen 5300U (2.30 GHz) 8 GB Memory 256 GB SSD 12.5"" Windows 10 Pro 64-Bit B Grade",$340.99 –,https://www.newegg.com/dell-e7250/p/N82E16834861930?Item=N82E16834861930&Description=laptop&cm_re=laptop-_-34-861-930-_-Product,old
"Refurbished: DELL Precision 7710 Laptop Intel Core i7 6th Gen 6820HQ (2.70 GHz) 16 GB Memory 512 GB SSD 17.3"" Windows 10 Pro 64-bit Grade A",$356.99 –,https://www.newegg.com/gray-dell-precision-7710/p/N82E16834843196?Item=N82E16834843196&Description=laptop&cm_re=laptop-_-34-843-196-_-Product,old
"Refurbished: DELL Latitude E7250 Laptop Intel Core i5 5th Gen 5300U (2.30 GHz) 16 GB Memory 256 GB SSD 12.5"" Windows 10 Pro 64-bit Grade A",$304.99 –,https://www.newegg.com/dell-e7250/p/N82E16834861929?Item=N82E16834861929&Description=laptop&cm_re=laptop-_-34-861-929-_-Product,old
"Refurbished: DELL Laptop E6420 Intel Core i5 2nd Gen 2520M (2.50GHz) 16GB Memory 256 GB SSD 14.0"" Windows 10 Pro 64-Bit",$411.99 –,https://www.newegg.com/dell-e6420/p/N82E16834298436?Item=N82E16834298436&Description=laptop&cm_re=laptop-_-34-298-436-_-Product,old
"Refurbished: DELL Latitude E7250 Laptop Intel Core i5 5th Gen 5300U (2.30 GHz) 8 GB Memory 256 GB SSD 12.5"" Windows 10 Pro 64-bit Grade A",$539.99 –,https://www.newegg.com/black-dell-e7250/p/N82E16834861928?Item=N82E16834861928&Description=laptop&cm_re=laptop-_-34-861-928-_-Product,old
"Refurbished: DELL Laptop 7480 Intel Core i5 6300U (2.40GHz) 16GB Memory 256 SSD 14.0"" Windows 10",$486.99 –,https://www.newegg.com/gray-dell-7480-workstation/p/N82E16834844737?Item=N82E16834844737&Description=laptop&cm_re=laptop-_-34-844-737-_-Product,old
"Refurbished: DELL Laptop E7270 Core i7 6600U (2.60GHz) 16GB Memory 512 SSD 12.5"" Windows 10",$758.99 –,https://www.newegg.com/gray-dell-e7270-workstation/p/N82E16834844768?Item=N82E16834844768&Description=laptop&cm_re=laptop-_-34-844-768-_-Product,old
"Refurbished: DELL Laptop E5270 Core i7 6600U (2.60GHz) 8GB Memory 256 SSD 14.0"" Windows 10",$679.99 –,https://www.newegg.com/gray-dell-e5270-workstation/p/N82E16834844732?Item=N82E16834844732&Description=laptop&cm_re=laptop-_-34-844-732-_-Product,old
"Refurbished: DELL Laptop E5570 Core i7 6600U (2.60GHz) 16GB Memory 1000 SSD 15.6"" Windows 10",$508.99 –,https://www.newegg.com/gray-dell-e5570-workstation/p/N82E16834844762?Item=N82E16834844762&Description=laptop&cm_re=laptop-_-34-844-762-_-Product,old
"Refurbished: DELL Laptop Precision 7510 Core i7 6820HQ (2.70GHz) 16GB Memory 1000 SSD 15.6"" Windows 10",$830.99 –,https://www.newegg.com/gray-dell-precision-7510-workstation/p/N82E16834844788?Item=N82E16834844788&Description=laptop&cm_re=laptop-_-34-844-788-_-Product,old
"Refurbished: DELL Laptop E5470 Core i7 6820HQ (2.70GHz) 16GB Memory 1000 SSD 14.0"" Windows 10",$612.99 –,https://www.newegg.com/gray-dell-e5470-workstation/p/N82E16834844759?Item=N82E16834844759&Description=laptop&cm_re=laptop-_-34-844-759-_-Product,old
"Refurbished: DELL Laptop Precision 7710 Core i7 6820HQ (2.70GHz) 16GB Memory 1000 SSD 17.3"" Windows 10",$856.99 –,https://www.newegg.com/gray-dell-precision-7710-workstation/p/N82E16834844790?Item=N82E16834844790&Description=laptop&cm_re=laptop-_-34-844-790-_-Product,old
"Refurbished: DELL Laptop 7480 Core i7 6600U (2.60GHz) 16GB Memory 512 SSD 14.0"" Windows 10",$562.99 –,https://www.newegg.com/gray-dell-7480-workstation/p/N82E16834844739?Item=N82E16834844739&Description=laptop&cm_re=laptop-_-34-844-739-_-Product,old
Refurbished: DELL Laptop Precision 7710 Intel Core i7 6820HQ (2.70GHz) 32GB Memory 512 GB SSD 17.3 Windows 10,$489.99 –,https://www.newegg.com/gray-dell-precision-7710-workstation/p/N82E16834846778?Item=N82E16834846778&Description=laptop&cm_re=laptop-_-34-846-778-_-Product,old
"Refurbished: DELL Laptop E7470 Intel Core i5 6300U (2.40GHz) 16GB Memory 1000 SSD 14.0"" Windows 10",$315.99 –,https://www.newegg.com/gray-dell-e7470-workstation/p/N82E16834844772?Item=N82E16834844772&Description=laptop&cm_re=laptop-_-34-844-772-_-Product,old
"Refurbished: DELL E7470 Laptop Intel Core i5 6300U (2.40 GHz) 16 GB Memory 512 SSD 14.0"" Windows 10",$362.99 –,https://www.newegg.com/gray-dell-e7470-workstation/p/N82E16834844771?Item=N82E16834844771&Description=laptop&cm_re=laptop-_-34-844-771-_-Product,old
"Refurbished: DELL Laptop E5270 Intel Core i5 6300U (2.40GHz) 8GB Memory 256 SSD 14.0"" Windows 10",$337.99 –,https://www.newegg.com/gray-dell-e5270-workstation/p/N82E16834844729?Item=N82E16834844729&Description=laptop&cm_re=laptop-_-34-844-729-_-Product,old
"Refurbished: DELL Laptop E5470 Intel Core i5 6300U (2.40GHz) 8GB Memory 128 SSD 14.0"" Windows 10",$274.99 –,https://www.newegg.com/gray-dell-e5470-workstation/p/N82E16834846644?Item=N82E16834846644&Description=laptop&cm_re=laptop-_-34-846-644-_-Product,old
"Refurbished: DELL Laptop E5270 Intel Core i5 6300U (2.40GHz) 8GB Memory 512 SSD 14.0"" Windows 10",$445.99 –,https://www.newegg.com/gray-dell-e5270-workstation/p/N82E16834844730?Item=N82E16834844730&Description=laptop&cm_re=laptop-_-34-844-730-_-Product,old
"Refurbished: DELL Laptop E7250 Intel Core i5 5300U (2.30GHz) 8GB Memory 128 SSD 12.5"" Windows 10",$904.99 –,https://www.newegg.com/gray-dell-e7250-workstation/p/N82E16834846653?Item=N82E16834846653&Description=laptop&cm_re=laptop-_-34-846-653-_-Product,old
"Refurbished: DELL Laptop E7270 Intel Core i5 6300U (2.40GHz) 16GB Memory 512 SSD 12.5"" Windows 10",$476.99 –,https://www.newegg.com/gray-dell-e7270-workstation/p/N82E16834844765?Item=N82E16834844765&Description=laptop&cm_re=laptop-_-34-844-765-_-Product,old
"Refurbished: DELL Laptop Precision 7510 Intel Xeon E3-1505M v5 (2.80GHz) 32GB Memory 1000 SSD 15.6"" Windows 10",$492.99 –,https://www.newegg.com/gray-dell-precision-7510-workstation/p/N82E16834844789?Item=N82E16834844789&Description=laptop&cm_re=laptop-_-34-844-789-_-Product,old
"Refurbished: DELL Laptop 5480 Intel Core i5 7300U (2.60GHz) 16GB Memory 1000 SSD 14.0"" Windows 10",$583.99 –,https://www.newegg.com/gray-dell-5480-workstation/p/N82E16834844748?Item=N82E16834844748&Description=laptop&cm_re=laptop-_-34-844-748-_-Product,old
"Refurbished: DELL Laptop E5470 Intel Core i5 6300U (2.40GHz) 16GB Memory 1000 SSD 14.0"" Windows 10",$798.99 –,https://www.newegg.com/gray-dell-e5470-workstation/p/N82E16834844747?Item=N82E16834844747&Description=laptop&cm_re=laptop-_-34-844-747-_-Product,old
Refurbished: DELL A Grade Laptop 7280 Intel 7600U (2.8GHz) 16GB Memory 1000 SSD 12.5 Touchscreen Windows 10,$885.99 –,https://www.newegg.com/gray-dell-7280-workstation/p/N82E16834843484?Item=N82E16834843484&Description=laptop&cm_re=laptop-_-34-843-484-_-Product,old
Refurbished: DELL A Grade Laptop Precision 7710 Intel 6820HQ (2.7GHz) 16GB Memory 512 SSD 17.3 Touchscreen Windows 10,$368.99 –,https://www.newegg.com/gray-dell-precision-7710-workstation/p/N82E16834843454?Item=N82E16834843454&Description=laptop&cm_re=laptop-_-34-843-454-_-Product,old
Refurbished: DELL Grade A Laptop Precision 7710 Intel i7-6820HQ (2.7GHz) 32GB Memory 512 SSD 17.3 Windows 10 Pro,$497.99 –,https://www.newegg.com/gray-dell-precision-7710-workstation/p/N82E16834843530?Item=N82E16834843530&Description=laptop&cm_re=laptop-_-34-843-530-_-Product,old
"Refurbished: DELL Laptop Latitude E7270 Intel Core i5 6300U (2.40GHz) 8GB Memory 256 SSD 12.5"" Windows 10",$842.99 –,https://www.newegg.com/gray-dell-e7270-workstation/p/N82E16834846633?Item=N82E16834846633&Description=laptop&cm_re=laptop-_-34-846-633-_-Product,old
Refurbished: DELL A Grade Laptop 7280 Intel 7600U (2.8GHz) 8GB Memory 512 SSD 12.5 Touchscreen Windows 10,$317.99 –,https://www.newegg.com/gray-dell-7280-workstation/p/N82E16834843485?Item=N82E16834843485&Description=laptop&cm_re=laptop-_-34-843-485-_-Product,old
Refurbished: DELL Grade A Laptop Precision 7510 Intel i7-6920HQ (2.9GHz) 32GB Memory 512 SSD 15.6 Windows 10 Pro,$369.99 –,https://www.newegg.com/gray-dell-precision-7510-workstation/p/N82E16834843521?Item=N82E16834843521&Description=laptop&cm_re=laptop-_-34-843-521-_-Product,old
"Refurbished: DELL E5470 Laptop Intel Core i5 6300U (2.40 GHz) 8 GB Memory 128 SSD 14.0"" Windows 10",$444.99 –,https://www.newegg.com/gray-dell-e5470-workstation/p/N82E16834846645?Item=N82E16834846645&Description=laptop&cm_re=laptop-_-34-846-645-_-Product,old
Refurbished: DELL A Grade Laptop 7280 Intel 6300U (2.4GHz) 8GB Memory 512 SSD 12.5 Touchscreen Windows 10,$918.99 –,https://www.newegg.com/gray-dell-7280-workstation/p/N82E16834843489?Item=N82E16834843489&Description=laptop&cm_re=laptop-_-34-843-489-_-Product,old
Refurbished: DELL B Grade Laptop 7280 Intel 7600U (2.8GHz) 8GB Memory 512 SSD 12.5 Touchscreen Windows 10,$478.99 –,https://www.newegg.com/gray-dell-7280-workstation/p/N82E16834843486?Item=N82E16834843486&Description=laptop&cm_re=laptop-_-34-843-486-_-Product,old
Refurbished: DELL Grade A Laptop Precision 7710 Intel i7-6820HQ (2.7GHz) 32GB Memory 1000 SSD 17.3 Windows 10 Pro,$576.99 –,https://www.newegg.com/gray-dell-precision-7710-workstation/p/N82E16834843529?Item=N82E16834843529&Description=laptop&cm_re=laptop-_-34-843-529-_-Product,old
Refurbished: DELL A Grade Laptop E7270 Intel 6300U (2.4GHz) 16GB Memory 512 SSD 12.5 Touchscreen Windows 10,$347.99 –,https://www.newegg.com/gray-dell-e7270-workstation/p/N82E16834843456?Item=N82E16834843456&Description=laptop&cm_re=laptop-_-34-843-456-_-Product,old
"Refurbished: DELL Laptop E5570 Intel Core i7 6th Gen 6820HQ (2.70GHz) 16GB Memory 512 SSD 15.6"" Windows 10",$786.99 –,https://www.newegg.com/gray-dell-e5570-workstation/p/N82E16834846626?Item=N82E16834846626&Description=laptop&cm_re=laptop-_-34-846-626-_-Product,old
Refurbished: DELL B Grade Laptop 7280 Intel 7300U (2.6GHz) 8GB Memory 512 SSD 12.5 Touchscreen Windows 10,$555.99 –,https://www.newegg.com/gray-dell-7280-workstation/p/N82E16834843488?Item=N82E16834843488&Description=laptop&cm_re=laptop-_-34-843-488-_-Product,old
Refurbished: DELL Grade A Laptop Precision 7510 Intel E3-1505M V5 (2.8GHz) 16GB Memory 512 SSD 15.6 Windows 10 Pro,$390.99 –,https://www.newegg.com/gray-dell-precision-7510-workstation/p/N82E16834843525?Item=N82E16834843525&Description=laptop&cm_re=laptop-_-34-843-525-_-Product,old
"Refurbished: DELL Grade A Laptop E5570 Intel Core i5 6th Gen 6200U (2.30GHz) 16GB Memory 512 GB SSD 15.6"" Windows 10 Pro",$489.99 –,https://www.newegg.com/dell-e5570/p/N82E16834843188?Item=N82E16834843188&Description=laptop&cm_re=laptop-_-34-843-188-_-Product,old
"Refurbished: DELL Laptop Latitude E7270 Intel Core i5 6300U (2.40GHz) 8GB Memory 512 SSD Integrated Graphics 12.5"" Windows 10",$487.99 –,https://www.newegg.com/gray-dell-e7270-workstation/p/N82E16834846635?Item=N82E16834846635&Description=laptop&cm_re=laptop-_-34-846-635-_-Product,old
"Refurbished: DELL Grade A Laptop E7470 Intel Core i5 6th Gen 6200U (2.30GHz) 16GB Memory 512 GB SSD 14.0"" Windows 10 Pro",$329.00 –,https://www.newegg.com/dell-e7470/p/N82E16834843165?Item=N82E16834843165&Description=laptop&cm_re=laptop-_-34-843-165-_-Product,old
"Refurbished: DELL Grade A Laptop E5470 Intel Core i5 6th Gen 6200U (2.30GHz) 16GB Memory 512 GB SSD 14.0"" Windows 10 Pro",$640.99 –,https://www.newegg.com/dell-e5470/p/N82E16834843157?Item=N82E16834843157&Description=laptop&cm_re=laptop-_-34-843-157-_-Product,old
"Refurbished: DELL Grade B Laptop E5470 Intel Core i5 6th Gen 6200U (2.30GHz) 8GB Memory 256 GB SSD 14.0"" Windows 10 Pro",$690.99 –,https://www.newegg.com/dell-e5470/p/N82E16834843155?Item=N82E16834843155&Description=laptop&cm_re=laptop-_-34-843-155-_-Product,old
"Refurbished: DELL Grade A Laptop 7480 Intel Core i7 7th Gen 7600U (2.80GHz) 16GB Memory 1 TB SSD 14.0"" Windows 10 Pro",$331.99 –,https://www.newegg.com/dell-7480/p/N82E16834843174?Item=N82E16834843174&Description=laptop&cm_re=laptop-_-34-843-174-_-Product,old
Refurbished: DELL Grade B Laptop Precision 7710 Intel Xeon 1535M v5 (2.90GHz) 16GB Memory 480 GB SSD 17.3 Windows 10,$294.99 –,https://www.newegg.com/gray-dell-precision-7710-workstation/p/N82E16834846765?Item=N82E16834846765&Description=laptop&cm_re=laptop-_-34-846-765-_-Product,old
"Refurbished: DELL B Grade Laptop e6420 Intel Core i7 2.70GHz 4GB Memory 750GB HDD 14.0"" Windows 10 Pro 64-Bit",$509.99 –,https://www.newegg.com/dell-e6420/p/N82E16834298136?Item=N82E16834298136&Description=laptop&cm_re=laptop-_-34-298-136-_-Product,old
"Refurbished: DELL Grade B Laptop 3470 Intel Core i5 6th Gen 6200U (2.30GHz) 8GB Memory 256 GB SSD 14.0"" Windows 10 Pro",$555.99 –,https://www.newegg.com/dell-3470/p/N82E16834843144?Item=N82E16834843144&Description=laptop&cm_re=laptop-_-34-843-144-_-Product,old
Refurbished: DELL Grade B Laptop 5580 Intel i5-6200U (2.3GHz) 16GB Memory 480 SSD 15.6 Windows 10 Pro,$508.99 –,https://www.newegg.com/gray-dell-5580-workstation/p/N82E16834843519?Item=N82E16834843519&Description=laptop&cm_re=laptop-_-34-843-519-_-Product,old
"Refurbished: DELL A Grade Laptop 7280 Intel Core i7 7th Gen 7600U (2.80GHz) 16GB Memory 512 GB SSD 12.5"" Windows 10 Pro 64-Bit",$532.99 –,https://www.newegg.com/dell-7280/p/N82E16834846077?Item=N82E16834846077&Description=laptop&cm_re=laptop-_-34-846-077-_-Product,old
"Refurbished: DELL Laptop 5490 Intel Core i5 7th Gen 7300U (2.60GHz) 16GB Memory 512 GB SSD 14.0"" Windows 10 Pro 64bit",$399.99 –,https://www.newegg.com/dell-5490/p/N82E16834343081?Item=N82E16834343081&Description=laptop&cm_re=laptop-_-34-343-081-_-Product,old
"Refurbished: DELL E5470 Laptop Intel Core i7 6th Gen 6600U (2.60 GHz) 16 GB Memory 512 GB SSD 14.0"" Windows 10 Pro 64-bit A Grade",$589.00 –,https://www.newegg.com/dell-e5470/p/N82E16834843667?Item=N82E16834843667&Description=laptop&cm_re=laptop-_-34-843-667-_-Product,old
"Refurbished: Dell Latitude 5290 12.5"" 1366x768 HD Laptop PC, Intel Core i5 7th Gen i5-7300U 2.6GHz, 8GB DDR4 RAM, 512GB SSD, Windows 10 Pro Grade B",$492.99 –,https://www.newegg.com/p/1TS-000A-0DPW5?Item=9SIADT2E8A9234&Description=laptop&cm_re=laptop-_-9SIADT2E8A9234-_-Product,old
"Refurbished: DELL Laptop Latitude 5480 Intel Core i5 7th Gen 7300U (2.60GHz) 8GB Memory 256 GB SSD Intel HD Graphics 620 14.0"" Windows 10 Pro 64-bit",$388.99 –,https://www.newegg.com/black-dell-latitude-5480/p/N82E16834343401?Item=N82E16834343401&Description=laptop&cm_re=laptop-_-34-343-401-_-Product,old
"Refurbished: DELL Grade B Laptop 5490 Intel Core i5 7th Gen 7300U (2.60GHz) 16GB Memory 480 GB SSD 14.0"" Windows 10 Pro 64-bit",$369.99 –,https://www.newegg.com/dell-5490/p/N82E16834843702?Item=N82E16834843702&Description=laptop&cm_re=laptop-_-34-843-702-_-Product,old
"Refurbished: DELL Laptop E7440 Intel Core i5 4th Gen 4300U (1.90GHz) 8GB Memory 500GB HDD 14.0"" Windows 10 Home 64-Bit",$349.99 –,https://www.newegg.com/dell-e7440/p/N82E16834854403?Item=N82E16834854403&Description=laptop&cm_re=laptop-_-34-854-403-_-Product,old
"Refurbished: DELL Laptop 7280 Intel Core i5 6th Gen 6200U (2.30GHz) 8GB Memory 512 GB M.2 SSD 12.5"" Windows 10 Pro 64bit",$329.99 –,https://www.newegg.com/dell-7280/p/N82E16834343082?Item=N82E16834343082&Description=laptop&cm_re=laptop-_-34-343-082-_-Product,old
"Refurbished: DELL Laptop E7250 Intel Core i5 5th Gen 5300U (2.30GHz) 8GB Memory 250 GB SSD 12.5"" Windows 10 Pro 64-Bit",$540.99 –,https://www.newegg.com/dell-e7250/p/N82E16834849070?Item=N82E16834849070&Description=laptop&cm_re=laptop-_-34-849-070-_-Product,old
"Refurbished: DELL Grade A Laptop E7250 Intel Core i5 5th Gen 5300U (2.30GHz) 8GB Memory 240 GB SSD 12.5"" Windows 10 Pro 64-Bit",$358.99 –,https://www.newegg.com/dell-e7250/p/N82E16834944859?Item=N82E16834944859&Description=laptop&cm_re=laptop-_-34-944-859-_-Product,old
"Refurbished: DELL Grade A Laptop 5490 Intel Core i5 7th Gen 7300U (2.60GHz) 16GB Memory 1 TB SSD 14.0"" Windows 10 Pro 64-bit",$413.99 –,https://www.newegg.com/dell-5490/p/N82E16834843703?Item=N82E16834843703&Description=laptop&cm_re=laptop-_-34-843-703-_-Product,old
"Refurbished: DELL A Grade Laptop E7270 Intel Core i5 6th Gen 6200U (2.30GHz) 8GB Memory 256 GB SSD 12.5"" Windows 10 Pro 64-bit",$494.99 –,https://www.newegg.com/dell-e7270/p/N82E16834843671?Item=N82E16834843671&Description=laptop&cm_re=laptop-_-34-843-671-_-Product,old
"Refurbished: DELL B Grade Laptop E5470 Intel Core i7 6th Gen 6600U (2.60GHz) 8GB Memory 256 GB SSD 14.0"" Windows 10 Pro 64-bit",$448.99 –,https://www.newegg.com/dell-e5470/p/N82E16834843669?Item=N82E16834843669&Description=laptop&cm_re=laptop-_-34-843-669-_-Product,old
"Refurbished: DELL A Grade Laptop E7270 Intel Core i7 6th Gen 6600U (2.60GHz) 8GB Memory 512 GB SSD 12.5"" Windows 10 Pro 64-Bit",$289.99 –,https://www.newegg.com/dell-e7270/p/N82E16834846106?Item=N82E16834846106&Description=laptop&cm_re=laptop-_-34-846-106-_-Product,old
"Refurbished: DELL Grade B Laptop 7480 Intel Core i5 7th Gen 7300U (2.60GHz) 16GB Memory 512 GB SSD 14.0"" Windows 10 Pro",$476.99 –,https://www.newegg.com/dell-7480/p/N82E16834843171?Item=N82E16834843171&Description=laptop&cm_re=laptop-_-34-843-171-_-Product,old
"Refurbished: DELL Grade A Laptop E7250 Intel Core i5 5th Gen 5300U (2.30GHz) 8GB Memory 120 GB SSD 12.5"" Windows 10 Pro 64-Bit",$382.99 –,https://www.newegg.com/dell-e7250/p/N82E16834944860?Item=N82E16834944860&Description=laptop&cm_re=laptop-_-34-944-860-_-Product,old
"Refurbished: DELL A Grade Laptop 5490 Intel Core i5 7th Gen 7300U (2.60GHz) 16GB Memory 256 GB SSD 14.0"" Windows 10 Pro 64-bit",$390.99 –,https://www.newegg.com/dell-5490-mainstream/p/N82E16834843663?Item=N82E16834843663&Description=laptop&cm_re=laptop-_-34-843-663-_-Product,old
"Refurbished: Dell 5480 Laptop Intel Core i5-6200U 2.3 GHz, 8 GB, 512 GB SSD, 14"", HD, Windows 10 Pro 64-bit, CAM A Grade",$626.99 –,https://www.newegg.com/gray-dell-5480-workstation/p/N82E16834843590?Item=N82E16834843590&Description=laptop&cm_re=laptop-_-34-843-590-_-Product,old
"Refurbished: DELL A Grade Laptop E7270 Intel Core i5 6th Gen 6200U (2.30GHz) 8GB Memory 512 GB SSD 12.5"" Windows 10 Pro 64-bit",$744.99 –,https://www.newegg.com/dell-e7270/p/N82E16834843670?Item=N82E16834843670&Description=laptop&cm_re=laptop-_-34-843-670-_-Product,old
"Refurbished: DELL Laptop 7480 Intel Core i7 6th Gen 6600U (2.60GHz) 16GB Memory 512 GB M.2 SSD 14.0"" Windows 10 Pro 64bit",$406.99 –,https://www.newegg.com/dell-7480/p/N82E16834343086?Item=N82E16834343086&Description=laptop&cm_re=laptop-_-34-343-086-_-Product,old
"Refurbished: DELL Laptop 5290 Intel Core i7 8th Gen 8650U (1.90GHz) 16GB Memory 256 GB M.2 SSD 12.3"" Touchscreen Windows 10 Pro 64bit",$541.99 –,https://www.newegg.com/dell-5290/p/N82E16834343092?Item=N82E16834343092&Description=laptop&cm_re=laptop-_-34-343-092-_-Product,old
"Refurbished: DELL E5470 Laptop Intel Core i5 6th Gen 6440HQ (2.6 GHz) 8 GB Memory 500 GB SSD 14.0"" Windows 10 Pro A Grade",$495.99 –,https://www.newegg.com/dell-e5470/p/N82E16834843160?Item=N82E16834843160&Description=laptop&cm_re=laptop-_-34-843-160-_-Product,old
"Refurbished: DELL Grade A Laptop Latitude 3490 Intel Core i5 8th Gen 8350U (1.70GHz) 16GB Memory 256 GB PCIe SSD Intel UHD Graphics 620 14.0"" Windows 10 Pro 64-bit",$429.99 –,https://www.newegg.com/dell-latitude-3490-work-business/p/N82E16834343491?Item=N82E16834343491&Description=laptop&cm_re=laptop-_-34-343-491-_-Product,old
"Refurbished: DELL Grade A Laptop Latitude 7480 Intel Core i5 7th Gen 7300U (2.60GHz) 16GB Memory 512 GB SSD Intel HD Graphics 620 14.0"" Windows 10 Pro 64-bit",$579.99 –,https://www.newegg.com/dell-latitude-7480-work-business/p/N82E16834343460?Item=N82E16834343460&Description=laptop&cm_re=laptop-_-34-343-460-_-Product,old
"Refurbished: DELL Grade B Laptop Latitude 7280 Intel Core i7 6th Gen 6600U (2.60GHz) 16GB Memory 256 GB SSD Intel HD Graphics 520 12.5"" Windows 10 Pro 64-bit","$1,059.00 –",https://www.newegg.com/dell-latitude-7280-work-business/p/N82E16834343462?Item=N82E16834343462&Description=laptop&cm_re=laptop-_-34-343-462-_-Product,old
"Refurbished: DELL Grade A Laptop Latitude 7490 Intel Core i5 7th Gen 7300U (2.60GHz) 16GB Memory 1 TB SSD Intel HD Graphics 620 14.0"" Windows 10 Pro 64-bit","$1,099.00 –",https://www.newegg.com/dell-latitude-7490-work-business/p/N82E16834343457?Item=N82E16834343457&Description=laptop&cm_re=laptop-_-34-343-457-_-Product,old
"[Windows 11 Home] Newest ASUS VivoBook 15 Laptop, 15.6” Full HD Touchscreen, Intel Core i3-1115G4, 20GB RAM, 1TB SSD, Backlit Keyboard, Fingerprint Reader, USB Type-C, HDMI, Wi-Fi, Slate Gray",$559.00 –,https://www.newegg.com/p/1TS-001A-051R9?Item=9SIB295GRB0516&cm_sp=SH-_-935132-_-8-_-0-_-9SIB295GRB0516-_-laptop-_-laptop-_-5,old
"KUU-A8S Pro 15.6"" Portable Laptop Intel Celeron J4125 Windows 10 Pro Notebook 1920**1080 IPS Screen 8GB RAM+256GB SSD Dual-band WIFI RJ45",$489.00 –,https://www.newegg.com/p/1TS-00BK-00061?Item=9SIANGPG7E1743&cm_sp=SH-_-947327-_-8-_-2-_-9SIANGPG7E1743-_-laptop-_-laptop-_-6,old
"HP 17t Laptop, 17.3"" HD+ Touchscreen, Intel Core i7-1165G7 Processor, 16GB RAM, 512GB SSD, Wi-Fi 6, Backlit Keyboard, Windows 10 Home, Silver",$613.99 –,https://www.newegg.com/p/1TS-000D-0JK29?cm_sp=SH-_-986809-_-8-_-0-_-9SIB0GJF255306-_-laptop-_-laptop-_-4&Item=9SIB0GJF255306,old
"HP 2022 Newest Envy 17t High Performance Laptop, 17.3"" Full HD Touchscreen, 11th Gen Intel Core i7-1165G7 Processor, 16GB RAM, 512GB SSD, Wi-Fi 6, Backlit Keyboard, Fingerprint Reader, Windows 11 Pro",$995.99 –,https://www.newegg.com/p/1TS-000D-0SY54?cm_sp=SH-_-943953-_-8-_-2-_-9SIB0GJGSZ4873-_-laptop-_-laptop-_-1&Item=9SIB0GJGSZ4873,old
"[Windows 11 Home] Newest ASUS VivoBook 15 Laptop, 15.6” Full HD Touchscreen, Intel Core i3-1115G4, 12GB RAM, 256GB SSD, Backlit Keyboard, Fingerprint Reader, USB Type-C, HDMI, Wi-Fi, Slate Gray","$1,849.99 –",https://www.newegg.com/p/1TS-001A-051R3?cm_sp=SH-_-943953-_-8-_-2-_-9SIB0GJGJ88624-_-laptop-_-laptop-_-2&Item=9SIB0GJGJ88624,old
